CreateMeshBuilder,
AddVertex,0.45, 0, -0.65,
AddVertex,0.45, 0, 0.25,
AddVertex,0.45, -0.75, 0.25,
AddVertex,0.45, -0.7, -0.65,
AddVertex,-0.45, 0, -0.65,
AddVertex,-0.45, 0, 0.25,
AddVertex,-0.45, -0.5, 0.25,
AddVertex,-0.45, -0.5, -0.65,
AddFace2,3,2,1,0,
AddFace2,7,6,5,4,
SetColor, 86,100,105
GenerateNormals,
LoadTexture,..\Common\mesh.png,
SetTextureCoordinates,0, 0, 0,
SetTextureCoordinates,1, 16, 0,
SetTextureCoordinates,2, 16, 16,
SetTextureCoordinates,3, 0, 16,
SetTextureCoordinates,4, 0, 0,
SetTextureCoordinates,5, 16, 0,
SetTextureCoordinates,6, 16, 12,
SetTextureCoordinates,7, 0, 12,
SetDecalTransparentColor,150,150,150,
setemissivecolor,32,38,40

